Dist,Vel,Heading,Last
0.0,0.0,0.0,
0.006366197723675815,0.1273239544735163,-2.304401882418907E-12,
0.019098593171027446,0.2546479089470326,2.304401882418814E-12,
0.038197186342054885,0.3819718634205488,2.304401882418814E-12,
0.06366197723675815,0.5092958178940652,-2.3044018824189995E-12,
0.09549296585513722,0.6366197723675814,0.0,
0.1336901521971921,0.7639437268410976,0.0,
0.1782535362629228,0.891267681314614,0.0,
0.22918311805232933,1.0185916357881304,0.0,
0.28647889756541167,1.1459155902616465,0.0,
0.3501408748021698,1.2732395447351628,0.0,
0.4201690497626038,1.400563499208679,0.0,
0.49656342244671353,1.5278874536821951,0.0,
0.5793239928544991,1.6552114081557117,0.0,
0.6684507609859605,1.782535362629228,0.0,
0.7639437268410977,1.909859317102744,0.0,
0.8658028904199108,2.037183271576261,0.0,
0.9740282517223996,2.164507226049777,-2.304401882418814E-12,
1.0886198107485643,2.291831180523293,2.304401882418814E-12,
1.2095775674984048,2.4191551349968092,0.0,
1.3369015219719211,2.5464790894703255,0.0,
1.4705916741691132,2.6738030439438414,0.0,
1.610648024089981,2.8011269984173577,0.0,
1.7570705717345247,2.9284509528908735,0.0,
1.9098593171027443,3.0557749073643894,0.0,
2.0690142601946397,3.1830988618379057,0.0,
2.234535401010211,3.3104228163114215,0.0,
2.4064227395494577,3.437746770784938,0.0,
2.5846762758123805,3.5650707252584537,0.0,
2.769296009798979,3.6923946797319696,0.0,
2.9602819415092534,3.819718634205486,0.0,
3.1576340709432036,3.9470425886790017,0.0,
3.3613523981008293,4.074366543152518,0.0,
3.571436922982131,4.201690497626034,0.0,
3.7878876455871087,4.32901445209955,0.0,
4.010704565915762,4.4563384065730665,0.0,
4.239887683968091,4.583662361046581,0.0,
4.475436999744096,4.710986315520098,0.0,
4.717352513243776,4.838310269993615,0.0,
4.9656342244671325,4.965634224467131,2.304401882418907E-12,
5.220282133414165,5.092958178940647,0.0,
5.481296240084873,5.2202821334141625,-2.3044018824189995E-12,
5.748676544479257,5.347606087887679,0.0,
6.022423046597317,5.474930042361195,0.0,
6.302535746439053,5.602253996834711,0.0,
6.589014644004464,5.729577951308226,0.0,
6.881859739293551,5.856901905781743,0.0,
7.181071032306314,5.984225860255259,0.0,
7.486648523042753,6.111549814728775,0.0,
7.798592211502868,6.238873769202291,0.0,
8.116902097686658,6.366197723675807,0.0,
8.441578181594124,6.493521678149323,0.0,
8.772620463225266,6.620845632622839,0.0,
9.110028942580083,6.748169587096356,0.0,
9.453803619658578,6.875493541569871,0.0,
9.803944494460747,7.002817496043387,0.0,
10.160451566986593,7.130141450516903,0.0,
10.523324837236114,7.257465404990419,0.0,
10.89256430520931,7.3847893594639356,0.0,
11.268169970906182,7.512113313937452,0.0,
11.65014183432673,7.639437268410967,0.0,
12.038479895470955,7.766761222884482,0.0,
12.433184154338855,7.894085177357999,0.0,
12.834254610930431,8.021409131831515,0.0,
13.241691265245683,8.148733086305032,0.0,
13.65549411728461,8.276057040778547,0.0,
14.075663167047212,8.403380995252064,0.0,
14.502198414533492,8.530704949725578,0.0,
14.935099859743447,8.658028904199096,0.0,
15.374367502677078,8.785352858672612,0.0,
15.820001343334384,8.912676813146128,0.0,
16.272001381715366,9.040000767619643,0.0,
16.730367617820026,9.167324722093161,2.304401882418814E-12,
17.19510005164836,9.294648676566675,-2.3044018824189995E-12,
17.66619868320037,9.421972631040191,0.0,
18.143663512476056,9.549296585513709,0.0,
18.627494539475418,9.676620539987224,0.0,
19.117691764198455,9.803944494460742,0.0,
19.614255186645167,9.93126844893426,0.0,
20.117184806815555,10.058592403407776,0.0,
20.626480624709618,10.185916357881293,0.0,
21.13577644260368,10.185916357881302,0.0,
21.645072260497745,10.185916357881302,0.0,
22.15436807839181,10.185916357881302,0.0,
22.663663896285872,10.185916357881302,0.0,
23.172959714179935,10.185916357881302,0.0,
23.682255532074,10.185916357881302,0.0,
24.191551349968062,10.185916357881302,0.0,
24.700847167862126,10.185916357881302,0.0,
25.21014298575619,10.185916357881302,0.0,
25.719438803650252,10.185916357881302,0.0,
26.228734621544316,10.185916357881302,0.0,
26.73803043943838,10.185916357881302,0.0,
27.247326257332443,10.185916357881302,0.0,
27.756622075226506,10.185916357881302,0.0,
28.26591789312057,10.185916357881302,0.0,
28.775213711014633,10.185916357881302,0.0,
29.284509528908696,10.185916357881302,0.0,
29.79380534680276,10.185916357881302,0.0,
30.303101164696823,10.185916357881302,0.0,
30.812396982590887,10.185916357881302,0.0,
31.32169280048495,10.185916357881302,0.0,
31.830988618379013,10.185916357881302,0.0,
32.34028443627308,10.185916357881302,0.0,
32.849580254167144,10.185916357881302,0.0,
33.35887607206121,10.185916357881302,0.0,
33.86817188995527,10.185916357881302,0.0,
34.377467707849334,10.185916357881302,0.0,
34.8867635257434,10.185916357881302,0.0,
35.39605934363746,10.185916357881302,0.0,
35.905355161531524,10.185916357881302,0.0,
36.41465097942559,10.185916357881302,0.0,
36.92394679731965,10.185916357881302,0.0,
37.433242615213715,10.185916357881302,0.0,
37.94253843310778,10.185916357881302,0.0,
38.45183425100184,10.185916357881302,0.0,
38.961130068895905,10.185916357881302,0.0,
39.47042588678997,10.185916357881302,0.0,
39.97972170468403,10.185916357881302,0.0,
40.489017522578095,10.185916357881302,0.0,
40.99831334047216,10.185916357881302,0.0,
41.50760915836622,10.185916357881302,0.0,
42.016904976260285,10.185916357881302,0.0,
42.52620079415435,10.185916357881302,0.0,
43.03549661204841,10.185916357881302,0.0,
43.544792429942476,10.185916357881302,0.0,
44.05408824783654,10.185916357881302,0.0,
44.5633840657306,10.185916357881302,0.0,
45.072679883624666,10.185916357881302,0.0,
45.58197570151873,10.185916357881302,0.0,
46.09127151941279,10.185916357881302,0.0,
46.600567337306856,10.185916357881302,0.0,
47.10986315520092,10.185916357881302,0.0,
47.61915897309498,10.185916357881302,0.0,
48.128454790989046,10.185916357881302,0.0,
48.63775060888311,10.185916357881302,0.0,
49.14704642677717,10.185916357881302,0.0,
49.65634224467124,10.185916357881302,0.0,
